ID  объявления,Тип,area,Возможное назначение,Класс,metro,address,Здание,Этаж,"Высота потолков, м",Сетка колон,Цена,Тип аренды,Телефоны,Описание,Планировка,Вход,Лифт,Ворота,Ссылка на объявление,price,street,house,house_num,house_corp,house_str,str,corp,neighborhood,geo_adress,Lat,Long,time_to_metro,time_to_metro_for_circle
231543675,Аренда помещения свободного назначения,212.0,"Склад, Торговая площадь, Йога, Фитнес, Салон красоты, Спортзал, Другое, Сервис",,м. Курская (8 мин пешком),"Подсосенский переулок, 23С2",,-1/4,2.7,,"300000 руб./ За месяц, Срок аренды - Длительный, Предоплата 2 мес, УСН","Прямая аренда, Длительный","+79012211434, +79012219404","СОБСТВЕННИК предлагает в аренду помещение 212 м2  с отдельным входом. 5 минут ходьбы от м. Курская и Чкаловская, Напротив ТЦ Атриум, вторая линия. В пределах Садового кольца. Офис в отличном состоянии.   Высота потолков - 2.7 м.  Огороженная и охраняемая территория. Доступ 24/7. На территория столовая, типография, страховая, медцентр. Звоните, оперативно покажем помещение и обсудим варианты сотрудничества., 15 фото",,отдельный с улицы,,,https://www.cian.ru/rent/commercial/231543675,300000.0,Подсосенский переулок,23 с1,23, 23,2,1,0,Басманный,"23 с1, Подсосенский переулок, Ивановская горка, Хитровка, Басманный район, Центральный административный округ, Москва, Центральный федеральный округ, 105062, Россия",55.75504975,37.65419715,8,8
226373649,Аренда помещения свободного назначения,106.0,"Стоматология, Сервис, Общепит, Выпечка, Шоурум, Мастерская, Кальянная, Салон красоты, Аптека, Ателье одежды, Клуб, Фотостудия, Бытовые услуги, Бар, Парикмахерская, Банк, Сауна, Фитнес, Офис, Коммерция, Школа, Зал, Спортзал, Цветы, Пекарня, Выставка, Цех, Ломбард, Продукты, Магазин, Медицинский центр, Кондитерская, шаверма, кафе, торговая плрщадь, студия, офис банка, студия красоты",,м. Динамо (7 мин пешком),"Ленинградский проспект, 36с39","Многофункциональный комплекс, ВТБ АРЕНА ПАРК",1/9,4.5,,"485834 руб./ За месяц, Срок аренды - Длительный, Предоплата 1 мес, Обеспечительный платеж 500000, УСН","Прямая аренда, Длительный, мин 12 мес, Арендые каникулы",+79836668349,"Предлагаем в аренду ПСН многофункционального комплекса ВТБ АРЕНА ПАРК ультрасовременный мини-город со всем необходимым , включающего в себя:
-гостиничный комплекс,
-апартаменты с отделкой и гостиничным сервисом,
-4 офисных здания,
-6 корпусов апартаментов. 

Лучшая локация из возможных: угол дома,два входа на самые оживленные места в комплексе, одно на парк, другое по дороге к офисному центру.Огромное пространство для вывески с двух сторон.Два крыльца.Зальная планировка - без стен. Потолки 4,5 метра.Идеально под любой вид бизнеса где важна видимость проходимость и статусность.
 
Удобная транспортная доступность .
Парковка вокруг здания,подземный гостевой паркинг. 

Напрямую от собственника, без комиссии. Арендные каникулы.Долгосрочная аренда.

Дополнительные вопросы по телефону., 13 фото",,отдельный с улицы,,,https://www.cian.ru/rent/commercial/226373649,485834.0,Ленинградский проспект,36 с1,36, 36,39,1,0,Аэропорт,"Ленинградский проспект, Аэропорт, район Аэропорт, Северный административный округ, Москва, Центральный федеральный округ, 125190, Россия",55.8001126,37.5329338,7,8
230230843,Аренда помещения свободного назначения,350.0,"Торговая площадь, Банк, Магазин, Стройматериалы, Торговый комплекс, Спортзал, Бытовая техника",,м. Преображенская площадь (11 мин пешком),"Колодезный переулок, 3С29","Торгово-офисный комплекс, в Колодезном переулке, 3с29, Действующее",1/1,3.0,,"490000 руб./ За месяц, Срок аренды - Длительный, Предоплата 1 мес, НДС включен","Прямая аренда, Длительный, мин 11 мес, Арендые каникулы",+79836669025,"Сдается от собственника помещение в отдельно стоящем здании первой линии. Торговый зал 115 м с окнами на улицу, кабинеты и подсобные помещения общей площадью 170 м (также с окнами). 2 входа с улицы, 1 со двора, с охраняемой территории.   Санузел. Парковочные места. Возможно как уменьшение, так и увеличение площади., 7 фото",,отдельный с улицы,,,https://www.cian.ru/rent/commercial/230230843,490000.0,Колодезный переулок,3 с1,3, 3,29,1,0,Сокольники,"3 с1, Колодезный переулок, Сокольники, район Сокольники, Восточный административный округ, Москва, Центральный федеральный округ, 107076, Россия",55.798290550000004,37.69320661823875,11,5
228672119,Аренда помещения свободного назначения,170.0,"Офис, Торговая площадь, Банк, Кондитерская, Спортзал, Бильярдная, Детский центр, Детский сад",,м. Дмитровская (8 мин пешком),"Новодмитровская улица, 2к6",ЖК «Савеловский Сити»,1/47,4.2,,"510000 руб./ За месяц, Срок аренды - Длительный, Предоплата 1 мес, Обеспечительный платеж 510000, УСН","Прямая аренда, Длительный, мин 11 мес, Арендые каникулы",+79942223351,"Аренда от собственника. Помещение свободного назначения сдается на длительный срок. Помещение находится в МФК Савеловский Сити, Жилой комплекс полостью сдан и заселен на 85%, В помещении сделан ремонт теперешним арендатором ( Балет с 2 лет) УСН, Две мокрые точки, 50кВт. Показ по договоренности. Подробности по телефону., Помещение занято, 8 фото",,отдельный с улицы,,,https://www.cian.ru/rent/commercial/228672119,510000.0,Новодмитровская улица,2 к1,2,6,6,0,1,Бутырский,"2 к1, Новодмитровская улица, Бутырский, Бутырский район, Северо-Восточный административный округ, Москва, Центральный федеральный округ, 127015, Россия",55.8049456,37.5903966,8,8
219187519,Аренда помещения свободного назначения,369.0,"Банк, Парикмахерская, Салон красоты, Ателье одежды, Бытовые услуги, Фитнес, Медицинский центр, Стоматология, Коммерция, Клиентский офис, Шоурум, Обмен валюты, Учебный центр, Услуги, Торговое, Торговля, Офис",,м. Ленинский проспект (13 мин пешком),"улица Академика Зелинского, 6",Действующее,1/19,,,"549042 руб./ За месяц, Срок аренды - Длительный, Предоплата 1 мес, УСН","Прямая аренда, Длительный, мин 36 мес",+79836660689,"Предлагается в аренду 2-х этажное торгово-офисное помещение от собственника общей площадью 369 (Триста шестьдесят девять)  кв.м, расположенное в 15 минутах ходьбы от метро Ленинский проспект ЮЗАО г. Москвы на пересечении Ленинского проспекта и улицы Косыгина по адресу улица Академика Зелинского д.6. Стоимость аренды 549 000 (Пятьсот сорок девять тысяч) рублей в месяц.
Помещение имеет отдельный вход с улицы (первая линия домов) и  пожарный выход во внутренний двор, витринные окна, зальную планировку на первом этаже и кабинетную планировку второго этажа. 
Длительное время арендовалось банком. Идеально подходит для филиала банка, офиса, медцентра, салона красоты, шоурума и др.
Выполнен ремонт под ведение банковской деятельности. Помещение прошло адресную сертификацию Центрального Банка России. В помещении сделаны в частности следующие банковские узлы:
- 2 операционных окна отдельно для физических и юридических лиц;
- комната сейфовая;
- хранилище ценностей (депозитарий, сертифицированное) ..., 21 фото",,,,,https://www.cian.ru/rent/commercial/219187519,549042.0,улица Академика Зелинского, 6,6, 6, 6,0,0,Гагаринский,"6, улица Академика Зелинского, Гагаринский, Гагаринский район, Юго-Западный административный округ, Москва, Центральный федеральный округ, 119334, Россия",55.70510255000001,37.57235165351307,13,5
230366554,Аренда помещения свободного назначения,701.0,"Кафе/ресторан, Бытовые услуги, Шоурум, Фитнес, Медицинский центр, Аптека",B,м. Ленинский проспект (10 мин пешком),"5-й Донской проезд, 4","Административное здание, на 5-м Донском проезде, 4, Действующее",1/7,,,"876250 руб./ За месяц, Срок аренды - Длительный, НДС включен","Прямая аренда, Длительный",+79011295919,"Лот 314273 Предложение от Собственника! Предлагается в аренду помещение свободного назначения общей площадью 701 кв.м. на первом этаже административного здания в 10 минутах от м. Ленинский проспект. Высокие потолки до 6 метров обеспечивают хорошие видовые характеристики и попадание света внутрь зала. Свободный доступ с отдельных входом с парковки в помещение круглосуточно.

 В цену включено: коммунальные расходы. В цену не включено: затраты на электричество, уборка, эксплуатационные расходы.

Чтобы получить ПОДРОБНУЮ ПРЕЗЕНТАЦИЮ С ПЛАНИРОВКОЙ И ФОТОГРАФИЯМИ, звоните или отправьте свой email в сообщении на портале. Высылаем в течение 15 минут по запросу!

 Конт. лицо: Юрий Михайлович, доб. 305, ЛОТ 314273, 9 фото",открытая,,,,https://www.cian.ru/rent/commercial/230366554,876250.0,5-й Донской проезд, 4,4, 4, 4,0,0,Донской,"5-й Донской проезд, Донской, Донской район, Южный административный округ, Москва, Центральный федеральный округ, 117449, Россия",55.7028144,37.594507,10,8
220111054,Аренда помещения свободного назначения,1081.0,"Салон красоты, Бытовые услуги, Спортзал, Цех, Офис, Йога, Швейный цех",,м. Волгоградский проспект (10 мин пешком),"Сибирский проезд, 2к27с1","Отдельно стоящее здание, в Сибирском проезде, 2к27с1, Действующее",-1/3,,,"1261167 руб./ За месяц, Срок аренды - Длительный, Предоплата 1 мес, НДС включен","Прямая аренда, Длительный, мин 11 мес, Арендые каникулы",+79011299895,"Сдаются офисные помещения м. Волгоградский проспект в офис-парке ""Сибирский"", здание только после ремонта. Есть большая вариация площадей. Аренда от собственника. Без комиссии., 10 фото",,общий со двора,,,https://www.cian.ru/rent/commercial/220111054,1261167.0,Сибирский проезд,2 к1 с1,2,27,1,1,1,Таганский,"Сибирский проезд, Таганский район, Центральный административный округ, Москва, Центральный федеральный округ, 109029, Россия",55.732878,37.6834888,10,8
213986603,Аренда помещения свободного назначения,654.1,"Салон красоты, Офис, Парикмахерская, Стоматология, Магазин, Торговая площадь, Ателье одежды, Фитнес, Медицинский центр",,м. Киевская (8 мин пешком),"Кутузовский проспект, 3",Действующее,1/1,,,"1407024 руб./ За месяц, Срок аренды - Длительный, Предоплата 2 мес, Обеспечительный платеж 2814048, НДС включен","Прямая аренда, Длительный, мин 60 мес","+79012210432, +79816662457","Прямая аренда от собственника, без комиссии, организуем оперативный показ помещений. Возможно предоставление юридического адреса.
Предлагается в аренду офис, расположенный в 8 минутах ходьбы от ст. м. Киевская.
Долгосрочный договор аренды на 5 лет. 
Развитая инфраструктура: отличная транспортная доступность, первая линия домов, есть парковка муниципальная.
В ставку арендной платы включен НДС, коммунальные платежи и эксплуатационные расходы.
Свой отдельный вход. Окна во двор и на гостиницу Украина., 14 фото",,отдельный с улицы,,,https://www.cian.ru/rent/commercial/213986603,1407024.0,Кутузовский проспект, 3,3, 3, 3,0,0,Дорогомилово,"3, Кутузовский проспект, район Дорогомилово, Западный административный округ, Москва, Центральный федеральный округ, 121248, Россия",55.75039755,37.56980468160317,8,8
211045343,Аренда помещения свободного назначения,1511.3,"Офис, Ателье одежды, Фитнес, Зал, Медицинский центр, Гостиница, Фотостудия, Детский центр, Пансионат",,м. Площадь Ильича (17 мин пешком),"Самокатная улица, 1С1","Бизнес-центр, на Самокатной, Действующее",1/3,3.05,,"1889125 руб./ За месяц, Срок аренды - Длительный, Предоплата 2 мес, УСН","Прямая аренда, Длительный",+79012211434,"СОБСТВЕННИК. Предлагается в аренду 3-х этажное ОСЗ, огороженная территория, свободный доступ. Удобные подъездные пути, бесплатная парковка на огороженной и охраняемой территории. Рабочее состояние, потолок Армстронг, пол: плитка/ламинат, видеонаблюдение, тел/интернет, кондиционирование. Рассмотрим под офис, услуги, иное.                                                                
Звоните, оперативно покажем и обсудим варианты сотрудничества., 35 фото",,отдельный с улицы,,,https://www.cian.ru/rent/commercial/211045343,1889125.0,Самокатная улица,1 с1,1, 1,1,1,0,Лефортово,"Самокатная улица, Квартал Свобода, Андроново, район Лефортово, Юго-Восточный административный округ, Москва, Центральный федеральный округ, 111033, Россия",55.7570887,37.6792384,17,3
191391001,Аренда помещения свободного назначения,2196.0,"Офис, Выставка, Фотостудия, Медицинский центр, Шоурум, Торговое, Магазин, Галерея, Пекарня, Выпечка, Банк, Парикмахерская, Салон красоты, Кафе/ресторан, Ателье одежды, Клуб, Кондитерская, Бытовые услуги, Фитнес, Цветы, Фрукты, Цех, Спортзал, Зал, Ресторан, Автозапчасти, Мастерская, Spa салон, Шаурма, Коммерция, Авиа кассы, Буфет, База, Арендный бизнес, Антикафе, Белье, Боулинг, Бар, Сервис, Стоматология, Бильярдная, Бытовая техника, Другое, Гипермаркет, Детский клуб, Детский магазин, Детский центр, Клиентский офис, Детский сад, Завод, Бутик, Йога, Кулинария, Нотариальная контора, Мясо, Обмен валюты, Обувь, Одежда, Мебель, Оптика, Рабочeе место, Парфюмерия, Пиццерия, Массажный салон, Рыба, Салон связи, Посуда, Маникюр, Пункт выдачи, Косметология, Квест, Кофейня, Рабочий кабинет, Сувениры, Букмекерская контора, Займы, Зоотовары, Салон, Ювелирный, Электронные сигареты, Швейный цех, Частная практика, Хлебокомбинат, Химчистка, Фото студия, Фастфуд, Учебный центр, Услуги, Турагенство, Торговля, Торговая площадь, Товары для дома, ТНП, Типография, Тату салон, Суши, Супермаркет, Сумки, Студия танцев, Стройматериалы, Стрит ритейл, Столовая, СТО, Спортивный зал, Свободное назначение, Склад, Производство, Представительство, Малое производство, Ломбард, Аптека, Продукты, Общепит, Бижутерия, Косметика, Клиника, Интернет магазин, Школа, Готовый бизнес, Детские товары, Зоомагазин, Зубная поликлиника, Спортивный клуб, Спортклуб, Отделение банка, Магазин мебели, Магазин одежды",C,м. Савеловская (6 мин пешком),"Бумажный проезд, 14С2","Административное здание, в Бумажном проезде, 14с2, Действующее",2/8,8.0,,"2208444 руб./ За месяц, Срок аренды - Длительный, Предоплата 1 мес, Обеспечительный платеж 4416888, НДС включен","Прямая аренда, Длительный, мин 60 мес","+79012210432, +79816662457","Прямая аренда от собственника, без комиссии, организуем оперативный показ помещений.
Предлагаются в аренду помещения свободного назначения (ПСН), расположенные в 6 минутах ходьбы от ст. м. Савеловская.
Долгосрочный договор аренды на 5 лет. 
Развитая инфраструктура: отличная транспортная доступность в непосредственной близости от ТТК, Ленинградского и Дмитровского шоссе, Савеловского и Белорусского вокзалов. Первая линия домов. Своя парковка, несколько заведений общепита, кафе. 
Возможно предоставление юридического адреса.
В ставку арендной платы включен НДС., 17 фото",,общий с улицы,,,https://www.cian.ru/rent/commercial/191391001,2208444.0,Бумажный проезд,14 с1,14, 14,2,1,0,Беговой,"14 с1, Бумажный проезд, Беговой, район Беговой, Северный административный округ, Москва, Центральный федеральный округ, 152040, Россия",55.791163749999996,37.58772594305783,6,8
230561888,Аренда помещения свободного назначения,130.0,"Офис, Торговая площадь, Склад, Парикмахерская, Салон красоты, Ателье одежды, Бытовые услуги, Фитнес, Фотостудия, Белье, Мастерская, Галерея, Детские товары, Одежда, Интернет магазин, Пункт выдачи, Свободное назначение, Тату салон, Товары для дома, Фото студия, Рабочeе место, Клиентский офис, Учебный центр, Торговое, Студия танцев, Турагенство",,м. Октябрьская (2 мин пешком),"улица Крымский Вал, 3С3","Торгово-офисный комплекс, на ул. Крымский Вал, 3с3, Действующее",1/1,2.9,,"143000 руб./ За месяц, Срок аренды - Длительный, Предоплата 1 мес, УСН","Субаренда, Длительный, мин 11 мес, Арендые каникулы",+79836667097,"Помещение состоит из большого зала, кабинет (две комнаты), сан узел ( туалет, раковина)  и подсобная комната.Одна минута пешком от метро октябрьская кольцевая., 7 фото",,отдельный с улицы,,,https://www.cian.ru/rent/commercial/230561888,143000.0,улица Крымский Вал,3 с1,3, 3,3,1,0,Якиманка,"3 с1, улица Крымский Вал, Бабий городок, район Якиманка, Центральный административный округ, Москва, Центральный федеральный округ, 119049, Россия",55.72957915,37.609640574866916,2,12
200781239,Аренда помещения свободного назначения,120.0,"Сервис, Мастерская, Бытовые услуги, Фитнес, Зал, Автосервис, Шиномонтаж, Цветы, Цех, разбор авто, детейлинг",,м. Бульвар Дмитрия Донского (5 мин пешком),"Коктебельская улица, 4Г, ш. Варшавское (2 км до МКАД), ш. Симферопольское (2 км до МКАД)","Свободное, Бункер, Действующее",-1/1,3.0,,"66000 руб./ За месяц, Срок аренды - Длительный, Предоплата 1 мес, НДС включен","Прямая аренда, Длительный, мин 12 мес, Арендые каникулы",+79813338921,"Сдается отапливаемое, охраняемое помещение в бомбоубежище.
От 500 рублей за м2. Торг уместен.
Каждый бокс можно отгородить. 

- Круглосуточная охрана и видеонаблюдение;
- КПП;
- Удобный въезд и выезд;
- От метро 5 минут пешком;
- Свет в каждом боксе;
- Помещения отапливаются;
- Доступ 24/7; 
- Антивандальные склады;
- Защита от огня и влаги;
- Гарантированно низкая цена;

Площадь  120 кв. м., высота - 3 метра.

Долгосрочная аренда. Коммуникации: холодная вода, туалет, эл-во 30 квт (возможность увеличения до 250 квт)., 10 фото",,общий с улицы,,,https://www.cian.ru/rent/commercial/200781239,66000.0,Коктебельская улица, 4г,4, 4г, 4г,0,0,Северное Бутово,"4Г, Коктебельская улица, Жилой комплекс «Синяя Птица», Северное Бутово, район Северное Бутово, Юго-Западный административный округ, Москва, Центральный федеральный округ, 117216, Россия",55.5672701,37.5827669,5,12
231022761,Аренда помещения свободного назначения,358.7,"Офис, Торговая площадь, Склад, Производство, Пекарня, Выпечка, Салон красоты, Ателье одежды, Бытовые услуги, Фитнес, Выставка, Хостел, Гостиница, Медицинский центр, Учебный центр, Свободное назначение, Шоурум, Спортзал, Спортивный зал, Другое, Школа, Интернет магазин, Зоотовары, Клиентский офис, Клиника, Малое производство, Мини-отель, Студия танцев, общежитие",B,м. Шелепиха (8 мин пешком),"2-я Магистральная улица, 16С7","Офисно-производственный комплекс, на ул. 2-я Магистральная, 16с7, Действующее",2/4,3.0,,"430440 руб./ За месяц, Срок аренды - Длительный, Предоплата 1 мес, УСН","Прямая аренда, Длительный, мин 11 мес",+79816663853,"Помещение свободного назначения 358,7 кв.м. на 2-м этаже в офисно-производственном здании. До метро Шелепиха (2 линии подземного метро и МКЦ) 700 метров или 8 минут пешком. Помещение очень светлое, 15 больших окон. С хорошей отделкой. Несущих стен нет (колонны 6Х6), можно сделать любую планировку. Отдельный вход с улицы. Потолки 3 м. Все коммуникации центральные. Есть пожарная лестница. Есть возможность установить подъемник. В данный момент в помещении 3 сан. узла и 3 душевых. Здание находится на охраняемой территории, круглосуточный доступ, свободный вход, большая прилегающая парковка (общая площадь базы 1,2 Га). Парковка круглосуточная. Удобное транспортное местоположение. Три линии метро! Территория Большого сити. Отличный вид на небоскребы Москва-сити. Можно использовать как помещение свободного назначения, офис, шоу-рум, клиентский офис, учебный центр, медицинский центр, склад, производство, хостел, общежитие, гостиница и др. Прямая аренда от собственника! Торг!, 50 фото",,отдельный с улицы,,,https://www.cian.ru/rent/commercial/231022761,430440.0,2-я Магистральная улица,16 с1,16, 16,7,1,0,Хорошёвский,"2-я Магистральная улица, Хорошёвский район, Москва, Северный административный округ, Москва, Центральный федеральный округ, 123290, Россия",55.760287,37.5250568,8,8
225979642,Аренда помещения свободного назначения,1000.0,"Парикмахерская, Клуб, Боулинг, Выставка, Фитнес, Спортзал, Детский центр, Мебель, Косметология, Стоматология, Студия танцев, Швейный цех",,м. Площадь Ильича (15 мин пешком),"Волочаевская улица, 12АС1","Торговый центр, Действующее",-1/2,3.0,,"550000 руб./ За месяц, Срок аренды - Длительный, Предоплата 1 мес, НДС включен","Прямая аренда, Длительный, мин 11 мес, Арендые каникулы",+79012212620,"Помещение ПСН 1000 кв. м в -1 этаже / 2 этажного  торгового центра. 1-я линия домов, все коммуникации, 2 входа (один отдельный с улицы, один из торгового центра). Коммунальные платежи по счетчикам оплачиваются отдельно (150 рублей кв. м./месяц), либо устанавливаете свой счетчик.
Свет: 2 ввода по 63 ампер каждый, трехфазные.
Потолки 3 метра.
Стоимость аренды  550 000 р. месяц.  Предоставляются арендные каникулы.
Средняя проходимость торгового центра 3400 человек в месяц.
Размещение рекламы на Фасаде ТЦ, 16 фото",,отдельный с улицы,,,https://www.cian.ru/rent/commercial/225979642,550000.0,Волочаевская улица,12 с1,12, 12а,1,1,0,Лефортово,"Волочаевская улица, Андроново, район Лефортово, Юго-Восточный административный округ, Москва, Центральный федеральный округ, 111033, Россия",55.7512845,37.6775858,15,5
229688786,Аренда помещения свободного назначения,300.0,"Торговая площадь, Офис, Пекарня, Выпечка, Банк, Парикмахерская, Салон красоты, Кафе/ресторан, Ателье одежды, Кондитерская, Фитнес, Спортзал, Кальянная, Медицинский центр, Химчистка, Торговый комплекс, Торговое, Фастфуд, Бар, Общепит, Аптека, Стоматология, Суши, Свободное назначение, Пиццерия, Малое производство, Парфюмерия, Кулинария, Клиентский офис, Шоурум, Коммерция, Букмекерская контора, Косметика, Зоомагазин, Детские товары, Детский магазин, Услуги",,м. Свиблово (8 мин пешком),"Ивовая улица, 6С2","Торгово-офисный комплекс, на ул. Ивовая, 6с2, Действующее",2/2,4.0,,"300000 руб./ За месяц, Срок аренды - Длительный, Предоплата 2 мес, УСН","Прямая аренда, Длительный, мин 12 мес, Арендые каникулы",+79816665567,"Предлагаем вашему вниманию свободные площади в Торговом центре - отдельно стоящее здание свободного назначения без ограничения.  На втором этаже свободные площади 300 кв.м. (можем поделить от 100 кв.м.) - арендатор съезжает в конце месяца -ателье (пошив одежды). Высокие потолки. Офисная отделка. Доступ 24/7. Без ограничение в назначение - от детского центра, до общепита. Рассмотрим все предложения. Парковочная зона перед комплексом - городская парковка., Помещение занято, 9 фото",,общий с улицы,,,https://www.cian.ru/rent/commercial/229688786,300000.0,Ивовая улица,6 с1,6, 6,2,1,0,Свиблово,"Ивовая улица, Свиблово, район Свиблово, Северо-Восточный административный округ, Москва, Центральный федеральный округ, 129329, Россия",55.858505,37.6425429,8,8
231117571,Аренда помещения свободного назначения,171.0,"Свободное назначение, Салон красоты, Парикмахерская, Кафе/ресторан, Бар, Банк, Магазин, Продукты, Бытовые услуги, Офис, Торговая площадь, Цветы, Цех, Зал, Кальянная, Медицинский центр, Ломбард, Аптека, Общепит, Ресторан, Школа, Шаурма, Шоурум, Стоматология, Фотостудия, Коммерция, Мастерская, Spa салон, Алкомаркет, Антикафе, Белье, Бижутерия, Бильярдная, Бутик, Галерея, Готовый бизнес, Займы, Зубная поликлиника, Интернет магазин, Клиентский офис, Клиника, Косметика, Косметология, Кофейня, Кулинария, Массажный салон, Нотариальная контора, Обувь, Одежда, Оптика, Парфюмерия, Пиццерия, Салон, Салон связи, Стрит ритейл, Студия танцев, Сувениры, Тату салон, Товары для дома, Электронные сигареты, Ювелирный, Фото студия, Турагенство, Пункт выдачи",B+,м. Калужская (18 мин пешком),"Ленинский проспект, 111к1","Бизнес-центр, ЖК «Well House на Ленинском (Велл Хаус на Ленинском)», Действующее, Окружной",1/5,7.0,,"356250 руб./ За месяц, Срок аренды - Длительный, Предоплата 1 мес, Обеспечительный платеж 356250, УСН","Прямая аренда, Длительный, мин 11 мес",+79816663284,"Прекрасное светлое помещение с панорамным остеклением и высотой потолков более 7 метров с собственной входной группой в отдельно стоящем 5 этажном офисном здании со своей террасой, расположено на первом этаже на территории жилого комплекса премиум класса ВеллХаус. Прекрасно подойдет под офис, студию, салон красоты, спа, семейное кафе, аптеку, медицинский центр, конструкторское бюро, шоурум, банк, фермерский магазин, стоматологию или приватный кинозал. Общая площадь 171 квадратный метр, круглосуточная охрана, парковка подземная и наземная, приятные соседи. Дизайнерский ремонт, идеальное состояние, помещение готово к работе, абсолютно свободно., 3 фото",,отдельный с улицы,,,https://www.cian.ru/rent/commercial/231117571,356250.0,Ленинский проспект,111 к1,111,1,1,0,1,Обручевский,"111 к1, Ленинский проспект, Обручевский, Обручевский район, Юго-Западный административный округ, Москва, Центральный федеральный округ, 119421, Россия",55.6616805,37.50939515631741,18,3
231058416,Аренда помещения свободного назначения,840.0,"Торговая площадь, Медицинский центр, Фитнес, Хостел, Выставка, Спортзал",,м. Печатники (14 мин пешком),"улица Кухмистерова, 5",Действующее,4/4,4.5,,"630000 руб./ За месяц, Срок аренды - Длительный, Предоплата 1 мес, НДС включен","Прямая аренда, Длительный, мин 11 мес",+79816669387,"предлагаю в аренду (собственник) помещение свободного назначения - 840 м, расположенное на 4 этаже 4-этажного многофункционального здания.

В здании расположены:
1 этаж - супермаркет, офисы
2-3 этаж - гостиница
4 этаж - фитнес-центр

также есть дополнительная свободная площадь на 2 этаже - 150 м. (требуется ремонт)

Здание расположено в ЮВАО, м. Печатники - 10 мин от метро,
напротив кинотеатр, сквер, в окружении - спальный район плотной застройки.

по всем вопросам обращайтесь., 1 фото",,отдельный с улицы,,,https://www.cian.ru/rent/commercial/231058416,630000.0,улица Кухмистерова, 5,5, 5, 5,0,0,Печатники,"5, улица Кухмистерова, Печатники, район Печатники, Юго-Восточный административный округ, Москва, Центральный федеральный округ, 109389, Россия",55.6863321,37.72198005,14,5
231554634,Аренда помещения свободного назначения,630.0,"Ателье одежды, Спортзал, Бытовые услуги, Медицинский центр, Офис, Школа, Магазин, Шоурум, Фотостудия, Мастерская, Бытовая техника, Галерея, Детские товары, Детский магазин, Зоомагазин, Зоотовары, Зубная поликлиника, Интернет магазин, Йога, Косметика, Нотариальная контора, Обувь, Посуда, Оптика, Одежда, Мебель, Представительство, Пункт выдачи, Салон связи, Свободное назначение, Стрит ритейл, Супермаркет, Сувениры, Товары для дома, Торговая площадь, Торговый комплекс, Учебный центр, Услуги, Химчистка, Швейный цех",B,м. Марксистская (5 мин пешком),"Марксистская улица, 3С2","Бизнес-парк, Таганский (3с2), Действующее",1/4,,,"1312500 руб./ За месяц, Срок аренды - Длительный, Обеспечительный платеж 1312500, НДС включен","Прямая аренда, Длительный",+79942223679,"ИФНС: 9. Бизнес-комплекс ""Таганский"".Помещение свободного назначения с отдельным входом с улицы.Пешеходный и автомобильный трафик.На данный момент расположен магазин Оптических приборов.Хороший ремонт.Высокие потолки - 3.8 м.Функциональная планировка. Современные инженерные системы. Круглосуточная охрана. Видеонаблюдение. Доступ 24/7. Общ.площадь :630 м2. Возможно деление: (430 м2 и 200 м2). 
Отдельно оплачивается:электроэнергия,ТФ,интернет.
Наземная парковка:6300 руб/м/место/мес. Дополнительная информация: Бизнес-центр: ""Таганский"". Класс здания: B. Вход: пропускная система. Вентиляция: приточно-вытяжная. Кондиционирование: сплит-системы. Здание: нежилое (адм). Планировка: смешанная. Отделка: за выездом арендатора. Парковка: наземная, стихийная. Лифты: 2. Провайдеры: Вилэнд, Звезда телеком. Лот 4129., 8 фото",смешанная,,,,https://www.cian.ru/rent/commercial/231554634,1312500.0,Марксистская улица,3 с1,3, 3,2,1,0,Таганский,"3 с1, Марксистская улица, Швивая горка, Кошельная слобода, Таганский район, Центральный административный округ, Москва, Центральный федеральный округ, 109147, Россия",55.7386736,37.6610061,5,12
